item_id,description
N202602,Supplier sheet: Orchard baby spinach 1 L pack of 12. Store at chilled. Shelf life 100 days. Allergens: none.
N202564,Supplier sheet: Northfield sparkling water 750 g pack of 1. Store at ambient. Shelf life 158 days. Allergens: none.
N201256,Supplier sheet: Orchard whole milk 250 ml pack of 6. Store at chilled. Shelf life 45 days. Allergens: milk.
N202297,Supplier sheet: Meadow butter croissant 1 kg pack of 1. Store at ambient. Shelf life 170 days. Allergens: gluten;egg.
N202147,Supplier sheet: Bluebell vanilla icecream 330 ml pack of 1. Store at -18C. Shelf life 123 days. Allergens: gluten;fish.
N201624,Supplier sheet: Meadow cheddar cheese 750 g pack of 1. Store at chilled. Shelf life 172 days. Allergens: milk.
N202809,Supplier sheet: Harvest blueberry muffin 2 L pack of 12. Store at ambient. Shelf life 69 days. Allergens: gluten;egg.
N201141,Supplier sheet: Harvest salted crisps 1 kg pack of 2. Store at ambient. Shelf life 87 days. Allergens: nuts;milk.
N200544,Supplier sheet: Orchard salted butter 1 kg pack of 4. Store at chilled. Shelf life 10 days. Allergens: milk.
N200988,Supplier sheet: Northfield orange juice 500 g pack of 6. Store at ambient. Shelf life 166 days. Allergens: none.
N202924N,Supplier sheet: MEADOW OAT DRINK 2 L PACK OF 2  . Store at ambient. Shelf life 147 days. Allergens: none.
N201724,Supplier sheet: Meadow cola zero 1 L pack of 12. Store at ambient. Shelf life 55 days. Allergens: none.
N202371,Supplier sheet: Northfield garden peas 1 L pack of 12. Store at -18C. Shelf life 12 days. Allergens: gluten;fish.
N202441,Supplier sheet: Meadow seeded bagel 1 L pack of 4. Store at ambient. Shelf life 126 days. Allergens: gluten;egg.
N201312,Supplier sheet: Meadow salted butter 500 g pack of 2. Store at chilled. Shelf life 121 days. Allergens: milk.
N202678,Supplier sheet: Northfield glass cleaner 330 ml pack of 4. Store at ambient. Shelf life 96 days. Allergens: none.
N200015,Supplier sheet: Bluebell body lotion 2 L pack of 4. Store at ambient. Shelf life 30 days. Allergens: none. Call +1-555-0113-1013
N200194,Supplier sheet: Northfield banana bunch 500 g pack of 1. Store at chilled. Shelf life 165 days. Allergens: none.
N202343,Supplier sheet: Northfield shampoo daily 6 pk pack of 12. Store at ambient. Shelf life 79 days. Allergens: none.
